dia_test,hora_dia,fecha,demanda_real,demanda_predicha,error_absoluto,error_relativo_pct
126,12,2014-06-20,4.06,4.72,0.67,16.48
126,13,2014-06-20,3.87,4.37,0.5,13.04
126,14,2014-06-20,4.23,4.4,0.17,4.13
126,15,2014-06-20,3.8,4.16,0.36,9.46
126,16,2014-06-20,3.43,3.84,0.41,12.09
126,17,2014-06-20,3.25,3.59,0.34,10.31
126,18,2014-06-20,3.23,3.48,0.25,7.81
126,19,2014-06-20,3.45,3.6,0.15,4.24
126,20,2014-06-20,4.04,4.09,0.05,1.19
126,21,2014-06-20,4.73,4.78,0.05,1.05
126,22,2014-06-20,4.71,5.16,0.45,9.51
126,23,2014-06-20,4.72,5.37,0.65,13.7
127,0,2014-06-21,5.29,5.18,0.11,2.13
127,1,2014-06-21,5.29,5.48,0.19,3.6
127,2,2014-06-21,5.31,5.53,0.22,4.2
127,3,2014-06-21,5.35,5.69,0.34,6.37
127,4,2014-06-21,5.32,5.88,0.56,10.5
127,5,2014-06-21,5.33,6.09,0.76,14.31
127,6,2014-06-21,5.15,6.16,1.01,19.53
127,7,2014-06-21,4.97,5.96,0.98,19.72
127,8,2014-06-21,4.74,5.65,0.91,19.09
127,9,2014-06-21,4.68,5.39,0.72,15.32
127,10,2014-06-21,4.46,5.15,0.7,15.63
127,11,2014-06-21,4.06,4.72,0.67,16.43
127,12,2014-06-21,3.87,4.37,0.5,12.97
127,13,2014-06-21,4.23,4.4,0.17,4.07
127,14,2014-06-21,3.8,4.16,0.36,9.4
127,15,2014-06-21,3.43,3.84,0.41,12.04
127,16,2014-06-21,3.25,3.59,0.33,10.27
127,17,2014-06-21,3.23,3.48,0.25,7.77
127,18,2014-06-21,3.45,3.6,0.15,4.21
127,19,2014-06-21,4.04,4.09,0.05,1.17
127,20,2014-06-21,4.73,4.78,0.05,1.04
127,21,2014-06-21,4.71,5.16,0.45,9.5
127,22,2014-06-21,4.72,5.37,0.65,13.69
127,23,2014-06-21,4.74,5.43,0.69,14.64
128,0,2014-06-22,5.29,5.26,0.02,0.45
128,1,2014-06-22,5.31,5.58,0.27,5.04
128,2,2014-06-22,5.35,5.67,0.32,5.92
128,3,2014-06-22,5.32,5.79,0.46,8.72
128,4,2014-06-22,5.33,6.01,0.68,12.78
128,5,2014-06-22,5.15,6.13,0.97,18.91
128,6,2014-06-22,4.97,5.95,0.98,19.67
128,7,2014-06-22,4.74,5.65,0.91,19.18
128,8,2014-06-22,4.68,5.4,0.72,15.36
128,9,2014-06-22,4.46,5.15,0.7,15.6
128,10,2014-06-22,4.06,4.72,0.66,16.36
128,11,2014-06-22,3.87,4.37,0.5,12.88
128,12,2014-06-22,4.23,4.4,0.17,4.0
128,13,2014-06-22,3.8,4.15,0.35,9.33
128,14,2014-06-22,3.43,3.84,0.41,11.97
128,15,2014-06-22,3.25,3.58,0.33,10.21
128,16,2014-06-22,3.23,3.48,0.25,7.72
128,17,2014-06-22,3.45,3.6,0.14,4.18
128,18,2014-06-22,4.04,4.09,0.05,1.16
128,19,2014-06-22,4.73,4.77,0.05,1.03
128,20,2014-06-22,4.71,5.16,0.45,9.49
128,21,2014-06-22,4.72,5.37,0.65,13.68
128,22,2014-06-22,4.74,5.43,0.69,14.63
128,23,2014-06-22,4.85,5.47,0.63,12.95
129,0,2014-06-23,5.31,5.34,0.03,0.57
129,1,2014-06-23,5.35,5.71,0.36,6.67
129,2,2014-06-23,5.32,5.76,0.44,8.18
129,3,2014-06-23,5.33,5.91,0.59,11.01
129,4,2014-06-23,5.15,6.05,0.9,17.42
129,5,2014-06-23,4.97,5.92,0.95,19.06
129,6,2014-06-23,4.74,5.64,0.9,19.07
129,7,2014-06-23,4.68,5.4,0.72,15.35
129,8,2014-06-23,4.46,5.15,0.69,15.56
129,9,2014-06-23,4.06,4.72,0.66,16.26
129,10,2014-06-23,3.87,4.36,0.49,12.75
129,11,2014-06-23,4.23,4.39,0.16,3.9
129,12,2014-06-23,3.8,4.15,0.35,9.22
129,13,2014-06-23,3.43,3.83,0.41,11.86
129,14,2014-06-23,3.25,3.58,0.33,10.11
129,15,2014-06-23,3.23,3.47,0.25,7.64
129,16,2014-06-23,3.45,3.59,0.14,4.14
129,17,2014-06-23,4.04,4.09,0.05,1.14
129,18,2014-06-23,4.73,4.77,0.05,1.02
129,19,2014-06-23,4.71,5.16,0.45,9.48
129,20,2014-06-23,4.72,5.37,0.65,13.68
129,21,2014-06-23,4.74,5.43,0.69,14.62
129,22,2014-06-23,4.85,5.47,0.63,12.95
129,23,2014-06-23,4.86,5.49,0.63,12.86
130,0,2014-06-24,5.35,5.44,0.1,1.79
130,1,2014-06-24,5.32,5.79,0.47,8.77
130,2,2014-06-24,5.33,5.88,0.56,10.42
130,3,2014-06-24,5.15,5.96,0.8,15.61
130,4,2014-06-24,4.97,5.84,0.87,17.48
130,5,2014-06-24,4.74,5.6,0.86,18.18
130,6,2014-06-24,4.68,5.38,0.7,14.99
130,7,2014-06-24,4.46,5.14,0.69,15.38
130,8,2014-06-24,4.06,4.71,0.65,16.09
130,9,2014-06-24,3.87,4.35,0.49,12.55
130,10,2014-06-24,4.23,4.38,0.16,3.74
130,11,2014-06-24,3.8,4.14,0.34,9.07
130,12,2014-06-24,3.43,3.83,0.4,11.71
130,13,2014-06-24,3.25,3.58,0.32,9.97
130,14,2014-06-24,3.23,3.47,0.24,7.53
130,15,2014-06-24,3.45,3.59,0.14,4.08
130,16,2014-06-24,4.04,4.09,0.05,1.12
130,17,2014-06-24,4.73,4.77,0.05,1.03
130,18,2014-06-24,4.71,5.16,0.45,9.49
130,19,2014-06-24,4.72,5.37,0.65,13.69
130,20,2014-06-24,4.74,5.43,0.69,14.64
130,21,2014-06-24,4.85,5.47,0.63,12.96
130,22,2014-06-24,4.86,5.49,0.63,12.87
130,23,2014-06-24,4.87,5.51,0.64,13.23
131,0,2014-06-25,5.32,5.51,0.19,3.55
131,1,2014-06-25,5.33,5.92,0.6,11.18
131,2,2014-06-25,5.15,5.93,0.78,15.09
131,3,2014-06-25,4.97,5.75,0.77,15.56
131,4,2014-06-25,4.74,5.52,0.78,16.39
131,5,2014-06-25,4.68,5.33,0.66,14.03
131,6,2014-06-25,4.46,5.13,0.67,14.99
131,7,2014-06-25,4.06,4.7,0.64,15.9
131,8,2014-06-25,3.87,4.35,0.48,12.4
131,9,2014-06-25,4.23,4.38,0.15,3.62
131,10,2014-06-25,3.8,4.14,0.34,8.96
131,11,2014-06-25,3.43,3.83,0.4,11.59
131,12,2014-06-25,3.25,3.57,0.32,9.85
131,13,2014-06-25,3.23,3.47,0.24,7.46
131,14,2014-06-25,3.45,3.59,0.14,4.06
131,15,2014-06-25,4.04,4.09,0.05,1.15
131,16,2014-06-25,4.73,4.78,0.05,1.08
131,17,2014-06-25,4.71,5.16,0.45,9.55
131,18,2014-06-25,4.72,5.37,0.65,13.74
131,19,2014-06-25,4.74,5.44,0.7,14.69
131,20,2014-06-25,4.85,5.48,0.63,13.01
131,21,2014-06-25,4.86,5.49,0.63,12.91
131,22,2014-06-25,4.87,5.51,0.65,13.27
131,23,2014-06-25,4.84,5.55,0.71,14.7
132,0,2014-06-26,5.33,5.62,0.29,5.53
132,1,2014-06-26,5.15,5.96,0.81,15.65
132,2,2014-06-26,4.97,5.73,0.75,15.17
132,3,2014-06-26,4.74,5.43,0.69,14.62
132,4,2014-06-26,4.68,5.26,0.58,12.41
132,5,2014-06-26,4.46,5.09,0.63,14.13
132,6,2014-06-26,4.06,4.69,0.63,15.6
132,7,2014-06-26,3.87,4.34,0.48,12.32
132,8,2014-06-26,4.23,4.38,0.15,3.62
132,9,2014-06-26,3.8,4.14,0.34,8.96
132,10,2014-06-26,3.43,3.83,0.4,11.59
132,11,2014-06-26,3.25,3.57,0.32,9.83
132,12,2014-06-26,3.23,3.47,0.24,7.45
132,13,2014-06-26,3.45,3.59,0.14,4.09
132,14,2014-06-26,4.04,4.09,0.05,1.21
132,15,2014-06-26,4.73,4.78,0.05,1.14
132,16,2014-06-26,4.71,5.16,0.45,9.61
132,17,2014-06-26,4.72,5.37,0.65,13.8
132,18,2014-06-26,4.74,5.44,0.7,14.73
132,19,2014-06-26,4.85,5.48,0.63,13.04
132,20,2014-06-26,4.86,5.49,0.63,12.94
132,21,2014-06-26,4.87,5.51,0.65,13.29
132,22,2014-06-26,4.84,5.55,0.71,14.71
132,23,2014-06-26,4.8,5.53,0.74,15.33
133,0,2014-06-27,5.15,5.65,0.5,9.69
133,1,2014-06-27,4.97,5.79,0.81,16.36
133,2,2014-06-27,4.74,5.45,0.71,14.92
133,3,2014-06-27,4.68,5.2,0.52,11.07
133,4,2014-06-27,4.46,5.03,0.57,12.77
133,5,2014-06-27,4.06,4.66,0.61,14.96
133,6,2014-06-27,3.87,4.34,0.48,12.28
133,7,2014-06-27,4.23,4.39,0.16,3.83
133,8,2014-06-27,3.8,4.15,0.35,9.22
133,9,2014-06-27,3.43,3.83,0.4,11.81
133,10,2014-06-27,3.25,3.58,0.33,10.0
133,11,2014-06-27,3.23,3.47,0.25,7.6
133,12,2014-06-27,3.45,3.6,0.15,4.26
133,13,2014-06-27,4.04,4.1,0.06,1.37
133,14,2014-06-27,4.73,4.79,0.06,1.29
133,15,2014-06-27,4.71,5.17,0.46,9.74
133,16,2014-06-27,4.72,5.38,0.66,13.89
133,17,2014-06-27,4.74,5.44,0.7,14.81
133,18,2014-06-27,4.85,5.48,0.63,13.1
133,19,2014-06-27,4.86,5.5,0.63,12.97
133,20,2014-06-27,4.87,5.52,0.65,13.31
133,21,2014-06-27,4.84,5.55,0.71,14.73
133,22,2014-06-27,4.8,5.54,0.74,15.34
133,23,2014-06-27,4.89,5.52,0.63,12.94
134,0,2014-06-28,4.97,5.51,0.53,10.7
134,1,2014-06-28,4.74,5.57,0.83,17.58
134,2,2014-06-28,4.68,5.28,0.6,12.78
134,3,2014-06-28,4.46,5.02,0.56,12.58
134,4,2014-06-28,4.06,4.64,0.59,14.5
134,5,2014-06-28,3.87,4.35,0.48,12.43
134,6,2014-06-28,4.23,4.41,0.19,4.45
134,7,2014-06-28,3.8,4.18,0.38,10.06
134,8,2014-06-28,3.43,3.86,0.43,12.64
134,9,2014-06-28,3.25,3.6,0.35,10.71
134,10,2014-06-28,3.23,3.49,0.26,8.2
134,11,2014-06-28,3.45,3.62,0.16,4.75
134,12,2014-06-28,4.04,4.11,0.07,1.76
134,13,2014-06-28,4.73,4.8,0.07,1.57
134,14,2014-06-28,4.71,5.18,0.47,9.95
134,15,2014-06-28,4.72,5.38,0.66,14.04
134,16,2014-06-28,4.74,5.45,0.71,14.91
134,17,2014-06-28,4.85,5.48,0.64,13.16
134,18,2014-06-28,4.86,5.5,0.63,13.0
134,19,2014-06-28,4.87,5.52,0.65,13.31
134,20,2014-06-28,4.84,5.55,0.71,14.72
134,21,2014-06-28,4.8,5.53,0.74,15.33
134,22,2014-06-28,4.89,5.52,0.63,12.92
134,23,2014-06-28,4.95,5.39,0.45,9.04
135,0,2014-06-29,4.74,5.33,0.59,12.36
135,1,2014-06-29,4.68,5.42,0.74,15.76
135,2,2014-06-29,4.46,5.11,0.65,14.69
135,3,2014-06-29,4.06,4.65,0.6,14.73
135,4,2014-06-29,3.87,4.34,0.47,12.27
135,5,2014-06-29,4.23,4.43,0.2,4.71
135,6,2014-06-29,3.8,4.21,0.41,10.83
135,7,2014-06-29,3.43,3.9,0.47,13.64
135,8,2014-06-29,3.25,3.63,0.38,11.68
135,9,2014-06-29,3.23,3.52,0.29,9.04
135,10,2014-06-29,3.45,3.64,0.19,5.42
135,11,2014-06-29,4.04,4.13,0.09,2.28
135,12,2014-06-29,4.73,4.82,0.09,1.99
135,13,2014-06-29,4.71,5.19,0.48,10.29
135,14,2014-06-29,4.72,5.4,0.68,14.31
135,15,2014-06-29,4.74,5.46,0.72,15.11
135,16,2014-06-29,4.85,5.49,0.64,13.3
135,17,2014-06-29,4.86,5.5,0.64,13.08
135,18,2014-06-29,4.87,5.52,0.65,13.36
135,19,2014-06-29,4.84,5.55,0.71,14.75
135,20,2014-06-29,4.8,5.53,0.74,15.34
135,21,2014-06-29,4.89,5.52,0.63,12.91
135,22,2014-06-29,4.95,5.39,0.45,9.03
135,23,2014-06-29,4.8,5.22,0.42,8.65
136,0,2014-06-30,4.68,5.2,0.52,11.07
136,1,2014-06-30,4.46,5.23,0.78,17.42
136,2,2014-06-30,4.06,4.74,0.68,16.77
136,3,2014-06-30,3.87,4.35,0.48,12.52
136,4,2014-06-30,4.23,4.42,0.19,4.55
136,5,2014-06-30,3.8,4.22,0.42,11.05
136,6,2014-06-30,3.43,3.92,0.49,14.3
136,7,2014-06-30,3.25,3.66,0.41,12.53
136,8,2014-06-30,3.23,3.55,0.32,9.91
136,9,2014-06-30,3.45,3.67,0.21,6.2
136,10,2014-06-30,4.04,4.16,0.12,2.93
136,11,2014-06-30,4.73,4.85,0.12,2.55
136,12,2014-06-30,4.71,5.22,0.51,10.8
136,13,2014-06-30,4.72,5.42,0.7,14.75
136,14,2014-06-30,4.74,5.47,0.73,15.47
136,15,2014-06-30,4.85,5.5,0.66,13.56
136,16,2014-06-30,4.86,5.51,0.65,13.27
136,17,2014-06-30,4.87,5.53,0.66,13.5
136,18,2014-06-30,4.84,5.55,0.72,14.86
136,19,2014-06-30,4.8,5.54,0.74,15.42
136,20,2014-06-30,4.89,5.52,0.63,12.98
136,21,2014-06-30,4.95,5.39,0.45,9.07
136,22,2014-06-30,4.8,5.22,0.42,8.68
136,23,2014-06-30,4.65,4.99,0.35,7.44
137,0,2014-07-01,4.46,5.05,0.59,13.2
137,1,2014-07-01,4.06,4.87,0.81,20.08
137,2,2014-07-01,3.87,4.45,0.59,15.16
137,3,2014-07-01,4.23,4.46,0.23,5.45
137,4,2014-07-01,3.8,4.24,0.44,11.51
137,5,2014-07-01,3.43,3.95,0.52,15.09
137,6,2014-07-01,3.25,3.7,0.45,13.71
137,7,2014-07-01,3.23,3.59,0.36,11.23
137,8,2014-07-01,3.45,3.71,0.26,7.44
137,9,2014-07-01,4.04,4.2,0.16,3.95
137,10,2014-07-01,4.73,4.89,0.16,3.41
137,11,2014-07-01,4.71,5.25,0.54,11.56
137,12,2014-07-01,4.72,5.45,0.73,15.42
137,13,2014-07-01,4.74,5.5,0.76,16.03
137,14,2014-07-01,4.85,5.52,0.68,13.99
137,15,2014-07-01,4.86,5.53,0.66,13.6
137,16,2014-07-01,4.87,5.54,0.67,13.75
137,17,2014-07-01,4.84,5.56,0.73,15.04
137,18,2014-07-01,4.8,5.55,0.75,15.57
137,19,2014-07-01,4.89,5.53,0.64,13.09
137,20,2014-07-01,4.95,5.4,0.45,9.15
137,21,2014-07-01,4.8,5.22,0.42,8.74
137,22,2014-07-01,4.65,4.99,0.35,7.48
137,23,2014-07-01,4.69,4.86,0.17,3.62
138,0,2014-07-02,4.06,4.74,0.68,16.82
138,1,2014-07-02,3.87,4.64,0.77,19.83
138,2,2014-07-02,4.23,4.6,0.37,8.85
138,3,2014-07-02,3.8,4.32,0.52,13.62
138,4,2014-07-02,3.43,4.0,0.57,16.68
138,5,2014-07-02,3.25,3.75,0.5,15.4
138,6,2014-07-02,3.23,3.65,0.42,13.1
138,7,2014-07-02,3.45,3.77,0.32,9.26
138,8,2014-07-02,4.04,4.26,0.22,5.55
138,9,2014-07-02,4.73,4.95,0.22,4.73
138,10,2014-07-02,4.71,5.31,0.6,12.73
138,11,2014-07-02,4.72,5.5,0.78,16.44
138,12,2014-07-02,4.74,5.54,0.8,16.91
138,13,2014-07-02,4.85,5.56,0.71,14.68
138,14,2014-07-02,4.86,5.55,0.69,14.12
138,15,2014-07-02,4.87,5.56,0.69,14.14
138,16,2014-07-02,4.84,5.58,0.74,15.35
138,17,2014-07-02,4.8,5.56,0.76,15.81
138,18,2014-07-02,4.89,5.54,0.65,13.27
138,19,2014-07-02,4.95,5.41,0.46,9.29
138,20,2014-07-02,4.8,5.22,0.42,8.85
138,21,2014-07-02,4.65,5.0,0.35,7.56
138,22,2014-07-02,4.69,4.87,0.17,3.68
138,23,2014-07-02,4.55,4.68,0.13,2.92
139,0,2014-07-03,3.87,4.58,0.71,18.42
139,1,2014-07-03,4.23,4.75,0.52,12.3
139,2,2014-07-03,3.8,4.4,0.6,15.91
139,3,2014-07-03,3.43,4.03,0.6,17.61
139,4,2014-07-03,3.25,3.77,0.52,15.92
139,5,2014-07-03,3.23,3.68,0.45,13.96
139,6,2014-07-03,3.45,3.82,0.36,10.54
139,7,2014-07-03,4.04,4.32,0.28,7.02
139,8,2014-07-03,4.73,5.02,0.29,6.15
139,9,2014-07-03,4.71,5.38,0.67,14.17
139,10,2014-07-03,4.72,5.56,0.84,17.83
139,11,2014-07-03,4.74,5.6,0.86,18.2
139,12,2014-07-03,4.85,5.61,0.76,15.78
139,13,2014-07-03,4.86,5.59,0.73,15.02
139,14,2014-07-03,4.87,5.59,0.73,14.91
139,15,2014-07-03,4.84,5.61,0.77,16.01
139,16,2014-07-03,4.8,5.58,0.79,16.38
139,17,2014-07-03,4.89,5.56,0.67,13.75
139,18,2014-07-03,4.95,5.43,0.48,9.69
139,19,2014-07-03,4.8,5.24,0.44,9.2
139,20,2014-07-03,4.65,5.01,0.37,7.86
139,21,2014-07-03,4.69,4.88,0.18,3.94
139,22,2014-07-03,4.55,4.69,0.14,3.14
139,23,2014-07-03,4.12,4.35,0.23,5.59
140,0,2014-07-04,4.23,4.72,0.49,11.7
140,1,2014-07-04,3.8,4.5,0.7,18.45
140,2,2014-07-04,3.43,4.06,0.63,18.3
140,3,2014-07-04,3.25,3.74,0.49,15.1
140,4,2014-07-04,3.23,3.65,0.42,12.93
140,5,2014-07-04,3.45,3.8,0.35,10.2
140,6,2014-07-04,4.04,4.34,0.3,7.41
140,7,2014-07-04,4.73,5.05,0.33,6.93
140,8,2014-07-04,4.71,5.43,0.72,15.22
140,9,2014-07-04,4.72,5.62,0.9,18.99
140,10,2014-07-04,4.74,5.66,0.92,19.34
140,11,2014-07-04,4.85,5.66,0.81,16.81
140,12,2014-07-04,4.86,5.64,0.78,15.95
140,13,2014-07-04,4.87,5.63,0.77,15.72
140,14,2014-07-04,4.84,5.65,0.81,16.73
140,15,2014-07-04,4.8,5.62,0.82,17.02
140,16,2014-07-04,4.89,5.59,0.7,14.31
140,17,2014-07-04,4.95,5.45,0.5,10.17
140,18,2014-07-04,4.8,5.26,0.46,9.62
140,19,2014-07-04,4.65,5.03,0.38,8.24
140,20,2014-07-04,4.69,4.89,0.2,4.26
140,21,2014-07-04,4.55,4.7,0.16,3.43
140,22,2014-07-04,4.12,4.36,0.24,5.86
140,23,2014-07-04,3.9,4.08,0.19,4.76
141,0,2014-07-05,3.8,4.46,0.66,17.39
141,1,2014-07-05,3.43,4.25,0.82,23.97
141,2,2014-07-05,3.25,3.91,0.66,20.17
141,3,2014-07-05,3.23,3.76,0.53,16.45
141,4,2014-07-05,3.45,3.9,0.44,12.85
141,5,2014-07-05,4.04,4.43,0.39,9.66
141,6,2014-07-05,4.73,5.15,0.43,9.05
141,7,2014-07-05,4.71,5.53,0.82,17.5
141,8,2014-07-05,4.72,5.73,1.01,21.31
141,9,2014-07-05,4.74,5.76,1.02,21.48
141,10,2014-07-05,4.85,5.75,0.9,18.64
141,11,2014-07-05,4.86,5.72,0.85,17.52
141,12,2014-07-05,4.87,5.7,0.83,17.05
141,13,2014-07-05,4.84,5.7,0.86,17.86
141,14,2014-07-05,4.8,5.66,0.86,17.98
141,15,2014-07-05,4.89,5.63,0.74,15.11
141,16,2014-07-05,4.95,5.48,0.54,10.82
141,17,2014-07-05,4.8,5.29,0.49,10.17
141,18,2014-07-05,4.65,5.05,0.4,8.71
141,19,2014-07-05,4.69,4.91,0.22,4.66
141,20,2014-07-05,4.55,4.72,0.17,3.78
141,21,2014-07-05,4.12,4.37,0.25,6.18
141,22,2014-07-05,3.9,4.09,0.2,5.04
141,23,2014-07-05,4.26,4.2,0.05,1.28
142,0,2014-07-06,3.43,4.29,0.86,25.12
142,1,2014-07-06,3.25,4.1,0.85,26.03
142,2,2014-07-06,3.23,3.89,0.66,20.56
142,3,2014-07-06,3.45,3.96,0.51,14.85
142,4,2014-07-06,4.04,4.47,0.43,10.64
142,5,2014-07-06,4.73,5.19,0.47,9.92
142,6,2014-07-06,4.71,5.59,0.88,18.67
142,7,2014-07-06,4.72,5.79,1.07,22.65
142,8,2014-07-06,4.74,5.82,1.08,22.74
142,9,2014-07-06,4.85,5.8,0.95,19.71
142,10,2014-07-06,4.86,5.76,0.89,18.4
142,11,2014-07-06,4.87,5.73,0.86,17.77
142,12,2014-07-06,4.84,5.73,0.89,18.43
142,13,2014-07-06,4.8,5.68,0.88,18.44
142,14,2014-07-06,4.89,5.65,0.76,15.47
142,15,2014-07-06,4.95,5.5,0.55,11.1
142,16,2014-07-06,4.8,5.3,0.5,10.39
142,17,2014-07-06,4.65,5.06,0.41,8.88
142,18,2014-07-06,4.69,4.92,0.22,4.79
142,19,2014-07-06,4.55,4.72,0.18,3.89
142,20,2014-07-06,4.12,4.38,0.26,6.28
142,21,2014-07-06,3.9,4.1,0.2,5.13
142,22,2014-07-06,4.26,4.21,0.05,1.22
142,23,2014-07-06,3.89,4.02,0.12,3.17
143,0,2014-07-07,3.25,4.19,0.94,28.84
143,1,2014-07-07,3.23,4.07,0.84,25.98
143,2,2014-07-07,3.45,4.04,0.59,17.13
143,3,2014-07-07,4.04,4.47,0.43,10.55
143,4,2014-07-07,4.73,5.16,0.44,9.21
143,5,2014-07-07,4.71,5.56,0.85,18.13
143,6,2014-07-07,4.72,5.78,1.06,22.38
143,7,2014-07-07,4.74,5.81,1.07,22.57
143,8,2014-07-07,4.85,5.79,0.94,19.49
143,9,2014-07-07,4.86,5.74,0.88,18.1
143,10,2014-07-07,4.87,5.72,0.85,17.41
143,11,2014-07-07,4.84,5.71,0.87,18.04
143,12,2014-07-07,4.8,5.66,0.86,18.02
143,13,2014-07-07,4.89,5.63,0.74,15.06
143,14,2014-07-07,4.95,5.48,0.53,10.71
143,15,2014-07-07,4.8,5.28,0.48,10.01
143,16,2014-07-07,4.65,5.04,0.4,8.52
143,17,2014-07-07,4.69,4.9,0.21,4.46
143,18,2014-07-07,4.55,4.71,0.16,3.58
143,19,2014-07-07,4.12,4.36,0.25,5.98
143,20,2014-07-07,3.9,4.09,0.19,4.86
143,21,2014-07-07,4.26,4.2,0.06,1.45
143,22,2014-07-07,3.89,4.01,0.11,2.94
143,23,2014-07-07,3.5,3.67,0.16,4.63
144,0,2014-07-08,3.23,4.19,0.96,29.67
144,1,2014-07-08,3.45,4.19,0.74,21.52
144,2,2014-07-08,4.04,4.49,0.45,11.12
144,3,2014-07-08,4.73,5.09,0.37,7.78
144,4,2014-07-08,4.71,5.48,0.77,16.36
144,5,2014-07-08,4.72,5.71,0.99,20.91
144,6,2014-07-08,4.74,5.76,1.02,21.43
144,7,2014-07-08,4.85,5.74,0.9,18.53
144,8,2014-07-08,4.86,5.7,0.83,17.16
144,9,2014-07-08,4.87,5.67,0.8,16.47
144,10,2014-07-08,4.84,5.66,0.83,17.12
144,11,2014-07-08,4.8,5.62,0.82,17.14
144,12,2014-07-08,4.89,5.59,0.7,14.25
144,13,2014-07-08,4.95,5.44,0.49,9.97
144,14,2014-07-08,4.8,5.25,0.45,9.33
144,15,2014-07-08,4.65,5.01,0.37,7.89
144,16,2014-07-08,4.69,4.88,0.18,3.9
144,17,2014-07-08,4.55,4.69,0.14,3.07
144,18,2014-07-08,4.12,4.34,0.23,5.5
144,19,2014-07-08,3.9,4.07,0.17,4.41
144,20,2014-07-08,4.26,4.18,0.08,1.82
144,21,2014-07-08,3.89,3.99,0.1,2.57
144,22,2014-07-08,3.5,3.65,0.15,4.28
144,23,2014-07-08,3.34,3.4,0.06,1.81
145,0,2014-07-09,3.45,4.31,0.86,24.78
145,1,2014-07-09,4.04,4.6,0.56,13.81
145,2,2014-07-09,4.73,5.05,0.33,6.88
145,3,2014-07-09,4.71,5.35,0.64,13.64
145,4,2014-07-09,4.72,5.58,0.86,18.19
145,5,2014-07-09,4.74,5.66,0.92,19.42
145,6,2014-07-09,4.85,5.67,0.83,17.1
145,7,2014-07-09,4.86,5.64,0.78,16.0
145,8,2014-07-09,4.87,5.62,0.75,15.4
145,9,2014-07-09,4.84,5.62,0.78,16.12
145,10,2014-07-09,4.8,5.58,0.78,16.22
145,11,2014-07-09,4.89,5.55,0.66,13.43
145,12,2014-07-09,4.95,5.4,0.46,9.25
145,13,2014-07-09,4.8,5.22,0.42,8.68
145,14,2014-07-09,4.65,4.99,0.34,7.3
145,15,2014-07-09,4.69,4.85,0.16,3.39
145,16,2014-07-09,4.55,4.66,0.12,2.61
145,17,2014-07-09,4.12,4.33,0.21,5.07
145,18,2014-07-09,3.9,4.05,0.16,4.03
145,19,2014-07-09,4.26,4.17,0.09,2.14
145,20,2014-07-09,3.89,3.98,0.09,2.26
145,21,2014-07-09,3.5,3.64,0.14,3.98
145,22,2014-07-09,3.34,3.39,0.05,1.58
145,23,2014-07-09,3.33,3.3,0.04,1.16
146,0,2014-07-10,4.04,4.65,0.61,15.18
146,1,2014-07-10,4.73,5.09,0.37,7.77
146,2,2014-07-10,4.71,5.25,0.54,11.48
146,3,2014-07-10,4.72,5.41,0.69,14.64
146,4,2014-07-10,4.74,5.51,0.77,16.32
146,5,2014-07-10,4.85,5.57,0.73,15.0
146,6,2014-07-10,4.86,5.57,0.71,14.59
146,7,2014-07-10,4.87,5.56,0.7,14.32
146,8,2014-07-10,4.84,5.57,0.73,15.19
146,9,2014-07-10,4.8,5.54,0.74,15.39
146,10,2014-07-10,4.89,5.51,0.62,12.7
146,11,2014-07-10,4.95,5.37,0.43,8.63
146,12,2014-07-10,4.8,5.19,0.39,8.13
146,13,2014-07-10,4.65,4.96,0.32,6.83
146,14,2014-07-10,4.69,4.83,0.14,2.99
146,15,2014-07-10,4.55,4.65,0.1,2.26
146,16,2014-07-10,4.12,4.31,0.2,4.75
146,17,2014-07-10,3.9,4.04,0.15,3.75
146,18,2014-07-10,4.26,4.16,0.1,2.37
146,19,2014-07-10,3.89,3.97,0.08,2.04
146,20,2014-07-10,3.5,3.64,0.13,3.77
146,21,2014-07-10,3.34,3.39,0.05,1.43
146,22,2014-07-10,3.33,3.29,0.04,1.29
146,23,2014-07-10,3.62,3.44,0.18,4.96
147,0,2014-07-11,4.73,5.02,0.29,6.2
147,1,2014-07-11,4.71,5.26,0.55,11.67
147,2,2014-07-11,4.72,5.32,0.6,12.73
147,3,2014-07-11,4.74,5.37,0.63,13.3
147,4,2014-07-11,4.85,5.45,0.61,12.5
147,5,2014-07-11,4.86,5.5,0.63,13.02
147,6,2014-07-11,4.87,5.52,0.65,13.41
147,7,2014-07-11,4.84,5.54,0.71,14.58
147,8,2014-07-11,4.8,5.51,0.71,14.9
147,9,2014-07-11,4.89,5.49,0.6,12.28
147,10,2014-07-11,4.95,5.35,0.41,8.27
147,11,2014-07-11,4.8,5.17,0.37,7.81
147,12,2014-07-11,4.65,4.95,0.3,6.54
147,13,2014-07-11,4.69,4.82,0.13,2.74
147,14,2014-07-11,4.55,4.64,0.09,2.05
147,15,2014-07-11,4.12,4.3,0.19,4.56
147,16,2014-07-11,3.9,4.04,0.14,3.58
147,17,2014-07-11,4.26,4.15,0.11,2.51
147,18,2014-07-11,3.89,3.97,0.07,1.91
147,19,2014-07-11,3.5,3.63,0.13,3.66
147,20,2014-07-11,3.34,3.39,0.04,1.34
147,21,2014-07-11,3.33,3.29,0.05,1.36
147,22,2014-07-11,3.62,3.44,0.18,5.01
147,23,2014-07-11,4.24,3.96,0.28,6.58
